"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","key_press","value","agent","condition","image","responses","question_order","correct_answer"
"","null","html-keyboard-response","179","558827","0.0-179.0","<span style=""color:Black; font-size:50px;"">Agent A","null","","","","","","",""
"","null","video-keyboard-response","180","562011","0.0-180.0","","null","","Agent A","veridical","/Users/kirstenziman/Desktop/Desktop/DIDEC_entire_corpus/analysis_3/STIM_SET_1/0_713888.bmppp68_L1V1_freeview_veridical.mp4","","",""
"","null","html-keyboard-response","181","565016","0.0-181.0","<span style=""color:Black; font-size:50px;"">Agent B","null","","","","","","",""
"","null","video-keyboard-response","182","568369","0.0-182.0","","null","","Agent B","scrambled","/Users/kirstenziman/Desktop/Desktop/DIDEC_entire_corpus/analysis_3/STIM_SET_1/0_713888.bmppp68_L1V1_freeview_scrambled.mp4","","",""
"","","call-function","183","568369","0.0-183.0","","","","","","","","",""
"","2900.9000000059605","survey-likert","184","571271","0.0-184.0","","","","","","","{""judgement"":1}","[0]","0"
"","1825.3999999761581","survey-likert","185","573099","0.0-185.0","","","","","","","{""confidence"":3}","[0]",""
"","","call-function","186","573099","0.0-186.0","","","","","","","","",""
"","null","html-keyboard-response","187","576103","0.0-187.0","<span style=""color:Black; font-size:50px;"">Agent A","null","","","","","","",""
"","null","video-keyboard-response","188","579372","0.0-188.0","","null","","Agent A","scrambled","/Users/kirstenziman/Desktop/Desktop/DIDEC_entire_corpus/analysis_3/STIM_SET_1/0_713174.bmppp154_L1V1_freeview_scrambled.mp4","","",""
"","null","html-keyboard-response","189","582377","0.0-189.0","<span style=""color:Black; font-size:50px;"">Agent B","null","","","","","","",""
"","null","video-keyboard-response","190","585637","0.0-190.0","","null","","Agent B","veridical","/Users/kirstenziman/Desktop/Desktop/DIDEC_entire_corpus/analysis_3/STIM_SET_1/0_713174.bmppp154_L1V1_freeview_veridical.mp4","","",""
"","","call-function","191","585637","0.0-191.0","","","","","","","","",""
"","1799.0999999940395","survey-likert","192","587437","0.0-192.0","","","","","","","{""judgement"":0}","[0]","1"
"","2091.5","survey-likert","193","589529","0.0-193.0","","","","","","","{""confidence"":2}","[0]",""
"","","call-function","194","589530","0.0-194.0","","","","","","","","",""
"","null","html-keyboard-response","195","592535","0.0-195.0","<span style=""color:Black; font-size:50px;"">Agent A","null","","","","","","",""
"","null","video-keyboard-response","196","595664","0.0-196.0","","null","","Agent A","scrambled","/Users/kirstenziman/Desktop/Desktop/DIDEC_entire_corpus/analysis_3/STIM_SET_1/0_285959.bmppp71_L1V1_freeview_scrambled.mp4","","",""
"","null","html-keyboard-response","197","598668","0.0-197.0","<span style=""color:Black; font-size:50px;"">Agent B","null","","","","","","",""
"","null","video-keyboard-response","198","601823","0.0-198.0","","null","","Agent B","veridical","/Users/kirstenziman/Desktop/Desktop/DIDEC_entire_corpus/analysis_3/STIM_SET_1/0_285959.bmppp71_L1V1_freeview_veridical.mp4","","",""
"","","call-function","199","601823","0.0-199.0","","","","","","","","",""
"","2259.7999999821186","survey-likert","200","604084","0.0-200.0","","","","","","","{""judgement"":0}","[0]","1"
"","1820.7999999821186","survey-likert","201","605906","0.0-201.0","","","","","","","{""confidence"":2}","[0]",""
"","","call-function","202","605907","0.0-202.0","","","","","","","","",""
"","null","html-keyboard-response","203","608911","0.0-203.0","<span style=""color:Black; font-size:50px;"">Agent A","null","","","","","","",""
