"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","key_press","value","agent","condition","image","responses","question_order","correct_answer"
"","2621.7000000178814","survey-likert","134","377438","0.0-134.0","","","","","","","{""judgement"":1}","[0]","1"
"","1581.9000000059605","survey-likert","135","379021","0.0-135.0","","","","","","","{""confidence"":3}","[0]",""
"","","call-function","136","379022","0.0-136.0","","","","","","","","",""
"","null","html-keyboard-response","137","382025","0.0-137.0","<span style=""color:Black; font-size:50px;"">Agent A","null","","","","","","",""
"","null","video-keyboard-response","138","385108","0.0-138.0","","null","","Agent A","scrambled","/Users/kirstenziman/Desktop/Desktop/DIDEC_entire_corpus/analysis_3/STIM_SET_1/0_285992.bmppp64_L1V1_freeview_scrambled.mp4","","",""
"","null","html-keyboard-response","139","388114","0.0-139.0","<span style=""color:Black; font-size:50px;"">Agent B","null","","","","","","",""
"","null","video-keyboard-response","140","391206","0.0-140.0","","null","","Agent B","veridical","/Users/kirstenziman/Desktop/Desktop/DIDEC_entire_corpus/analysis_3/STIM_SET_1/0_285992.bmppp64_L1V1_freeview_veridical.mp4","","",""
"","","call-function","141","391206","0.0-141.0","","","","","","","","",""
"","1870.7000000178814","survey-likert","142","393078","0.0-142.0","","","","","","","{""judgement"":1}","[0]","1"
"","1738.9000000059605","survey-likert","143","394818","0.0-143.0","","","","","","","{""confidence"":3}","[0]",""
"","","call-function","144","394818","0.0-144.0","","","","","","","","",""
"","null","html-keyboard-response","145","397823","0.0-145.0","<span style=""color:Black; font-size:50px;"">Agent A","null","","","","","","",""
"","null","video-keyboard-response","146","400905","0.0-146.0","","null","","Agent A","veridical","/Users/kirstenziman/Desktop/Desktop/DIDEC_entire_corpus/analysis_3/STIM_SET_1/0_713770.bmppp52_L1V1_freeview_veridical.mp4","","",""
"","null","html-keyboard-response","147","403909","0.0-147.0","<span style=""color:Black; font-size:50px;"">Agent B","null","","","","","","",""
