"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","key_press","value","agent","condition","image","responses","question_order","correct_answer"
"","null","video-keyboard-response","157","444384","0.0-157.0","","null","","Agent A","veridical","/Users/kirstenziman/Desktop/Desktop/DIDEC_entire_corpus/analysis_3/STIM_SET_2/0_1592033.bmppp94_L1V1_freeview_veridical_mapOnly.mp4","","",""
"","null","html-keyboard-response","158","447388","0.0-158.0","<span style=""color:Black; font-size:50px;"">Agent B","null","","","","","","",""
"","null","video-keyboard-response","159","450574","0.0-159.0","","null","","Agent B","scrambled","/Users/kirstenziman/Desktop/Desktop/DIDEC_entire_corpus/analysis_3/STIM_SET_2/0_1592033.bmppp94_L1V1_freeview_scrambled_mapOnly.mp4","","",""
"","","call-function","160","450576","0.0-160.0","","","","","","","","",""
"","2806.7000000178814","survey-likert","161","453384","0.0-161.0","","","","","","","{""judgement"":0}","[0]","0"
"","1931.4000000059605","survey-likert","162","455317","0.0-162.0","","","","","","","{""confidence"":3}","[0]",""
"","","call-function","163","455319","0.0-163.0","","","","","","","","",""
"","null","html-keyboard-response","164","458325","0.0-164.0","<span style=""color:Black; font-size:50px;"">Agent A","null","","","","","","",""
"","null","video-keyboard-response","165","461482","0.0-165.0","","null","","Agent A","veridical","/Users/kirstenziman/Desktop/Desktop/DIDEC_entire_corpus/analysis_3/STIM_SET_2/0_61574.bmppp90_L1V1_freeview_veridical_mapOnly.mp4","","",""
"","null","html-keyboard-response","166","464485","0.0-166.0","<span style=""color:Black; font-size:50px;"">Agent B","null","","","","","","",""
"","null","video-keyboard-response","167","467629","0.0-167.0","","null","","Agent B","scrambled","/Users/kirstenziman/Desktop/Desktop/DIDEC_entire_corpus/analysis_3/STIM_SET_2/0_61574.bmppp90_L1V1_freeview_scrambled_mapOnly.mp4","","",""
"","","call-function","168","467630","0.0-168.0","","","","","","","","",""
"","2277.800000011921","survey-likert","169","469908","0.0-169.0","","","","","","","{""judgement"":1}","[0]","0"
"","1199.0999999940395","survey-likert","170","471108","0.0-170.0","","","","","","","{""confidence"":3}","[0]",""
"[{""page_index"":0,""viewing_time"":11014.800000011921},{""page_index"":1,""viewing_time"":1042.0999999940395},{""page_index"":2,""viewing_time"":709.0999999940395}]","12766.100000023842","instructions","171","483875","0.0-171.0","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":662.0999999940395},{""page_index"":1,""viewing_time"":969.6000000238419},{""page_index"":2,""viewing_time"":591.5999999940395}]","2223.5","instructions","172","486099","0.0-172.0","","","","","","","","",""
"","","call-function","173","486100","0.0-173.0","","","","","","","","",""
