"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","key_press","value","agent","condition","image","responses","question_order","correct_answer"
"","null","video-keyboard-response","183","469792","0.0-183.0","","null","","Agent A","veridical","/Users/kirstenziman/Desktop/Desktop/DIDEC_entire_corpus/analysis_3/STIM_SET_2/0_498286.bmppp94_L1V1_freeview_veridical_mapOnly.mp4","","",""
"","null","html-keyboard-response","184","472794","0.0-184.0","<span style=""color:Black; font-size:50px;"">Agent B","null","","","","","","",""
"","null","video-keyboard-response","185","475869","0.0-185.0","","null","","Agent B","scrambled","/Users/kirstenziman/Desktop/Desktop/DIDEC_entire_corpus/analysis_3/STIM_SET_2/0_498286.bmppp94_L1V1_freeview_scrambled_mapOnly.mp4","","",""
"","","call-function","186","475870","0.0-186.0","","","","","","","","",""
"","1878.5","survey-likert","187","477750","0.0-187.0","","","","","","","{""judgement"":0}","[0]","0"
"","1848.4000000059605","survey-likert","188","479600","0.0-188.0","","","","","","","{""confidence"":1}","[0]",""
"","","call-function","189","479601","0.0-189.0","","","","","","","","",""
"","null","html-keyboard-response","190","482604","0.0-190.0","<span style=""color:Black; font-size:50px;"">Agent A","null","","","","","","",""
"","null","video-keyboard-response","191","485685","0.0-191.0","","null","","Agent A","scrambled","/Users/kirstenziman/Desktop/Desktop/DIDEC_entire_corpus/analysis_3/STIM_SET_2/0_713135.bmppp99_L1V1_freeview_scrambled_mapOnly.mp4","","",""
"","null","html-keyboard-response","192","488688","0.0-192.0","<span style=""color:Black; font-size:50px;"">Agent B","null","","","","","","",""
"","null","video-keyboard-response","193","491786","0.0-193.0","","null","","Agent B","veridical","/Users/kirstenziman/Desktop/Desktop/DIDEC_entire_corpus/analysis_3/STIM_SET_2/0_713135.bmppp99_L1V1_freeview_veridical_mapOnly.mp4","","",""
"","","call-function","194","491787","0.0-194.0","","","","","","","","",""
"","2019.5","survey-likert","195","493807","0.0-195.0","","","","","","","{""judgement"":1}","[0]","1"
"","1297.199999988079","survey-likert","196","495106","0.0-196.0","","","","","","","{""confidence"":3}","[0]",""
"","","call-function","197","495106","0.0-197.0","","","","","","","","",""
"","null","html-keyboard-response","198","498109","0.0-198.0","<span style=""color:Black; font-size:50px;"">Agent A","null","","","","","","",""
